CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/18/2022,19:20,,,0,0,"(0.0, 0.0)",31 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4522353,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
04/18/2022,13:00,,,40.881794,-73.90092,"(40.881794, -73.90092)",MAJOR DEEGAN EXPRESSWAY,,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,4522223,Sedan,Sedan,Sedan,,
04/18/2022,22:35,BRONX,10463,40.888336,-73.91349,"(40.888336, -73.91349)",,,660       WEST 237 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4522401,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,16:00,,,40.843643,-73.90676,"(40.843643, -73.90676)",MONROE AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4522441,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,16:30,,,40.61074,-74.09583,"(40.61074, -74.09583)",STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4522596,Motorcycle,Sedan,,,
04/18/2022,5:00,,,,,,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4520337,Tractor Truck Gasoline,Tractor Truck Gasoline,,,
04/18/2022,20:44,,,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520748,Sedan,,,,
04/18/2022,15:50,,,40.73975,-74.00253,"(40.73975, -74.00253)",WEST 14 STREET,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4522484,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,15:04,MANHATTAN,10022,40.757072,-73.96986,"(40.757072, -73.96986)",3 AVENUE,EAST 52 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520162,Station Wagon/Sport Utility Vehicle,Bike,,,
04/18/2022,5:55,QUEENS,11385,40.696796,-73.89678,"(40.696796, -73.89678)",SAINT FELIX AVENUE,60 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4520417,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,14:20,BROOKLYN,11219,40.638607,-73.993546,"(40.638607, -73.993546)",,,1156      46 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520228,Sedan,,,,
04/18/2022,3:30,MANHATTAN,10022,40.759308,-73.9653,"(40.759308, -73.9653)",EAST 57 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4519755,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,19:00,BROOKLYN,11219,40.626514,-73.99926,"(40.626514, -73.99926)",,,1347      63 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520203,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,5:50,BRONX,10466,40.895912,-73.84863,"(40.895912, -73.84863)",PITMAN AVENUE,BRUNER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4520526,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,13:10,BRONX,10458,40.87134,-73.886925,"(40.87134, -73.886925)",VALENTINE AVENUE,EAST BEDFORD PARK BOULEVARD,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4520271,Van,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,0:00,QUEENS,11001,40.7319,-73.71125,"(40.7319, -73.71125)",,,86-35     LITTLE NECK PARKWAY,0,0,0,0,0,0,0,0,Animals Action,Unspecified,Unspecified,,,4519793,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
04/18/2022,10:00,QUEENS,11366,40.72442,-73.81063,"(40.72442, -73.81063)",76 ROAD,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4520295,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,12:11,,,,,,BRONX WHITESTONE BRIDGE,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unsafe Lane Changing,,,,4520668,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,7:00,BROOKLYN,11215,40.67267,-73.99002,"(40.67267, -73.99002)",3 AVENUE,7 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4519898,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,1:49,BROOKLYN,11236,40.648098,-73.91727,"(40.648098, -73.91727)",,,227       EAST 88 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,4520435,Sedan,Sedan,Sedan,,
04/18/2022,12:50,,,40.761547,-73.83113,"(40.761547, -73.83113)",MAIN STREET,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,4520100,Sedan,Bus,,,
04/18/2022,6:50,QUEENS,11361,40.757725,-73.779274,"(40.757725, -73.779274)",204 STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4520048,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,11:25,BROOKLYN,11207,40.668957,-73.898026,"(40.668957, -73.898026)",SUTTER AVENUE,ALABAMA AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4520087,Sedan,Sedan,,,
04/18/2022,10:00,QUEENS,11361,40.76283,-73.78473,"(40.76283, -73.78473)",201 STREET,38 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4520051,Concrete Mixer,,,,
04/18/2022,17:15,BROOKLYN,11204,40.613552,-73.98176,"(40.613552, -73.98176)",WEST 7 STREET,BAY PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520133,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,7:50,,,40.801754,-73.93121,"(40.801754, -73.93121)",EAST 125 STREET,,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,4519956,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,14:59,,,40.764362,-73.96162,"(40.764362, -73.96162)",EAST 65 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4520550,Station Wagon/Sport Utility Vehicle,Bike,,,
04/18/2022,20:05,BRONX,10454,40.80684,-73.9275,"(40.80684, -73.9275)",BRUCKNER BOULEVARD,ALEXANDER AVENUE,,1,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,4520260,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,19:10,BROOKLYN,11215,40.665894,-73.98124,"(40.665894, -73.98124)",,,567       10 STREET,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4520316,Bike,,,,
04/18/2022,9:40,BROOKLYN,11222,,,,,,473       VANDERVOORT AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4520024,Box Truck,Sedan,Tractor Truck Diesel,,
04/18/2022,13:27,,,,,,PLAZA DRIVE,MACOMBS ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4520115,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,8:00,MANHATTAN,10022,40.759113,-73.974686,"(40.759113, -73.974686)",EAST 52 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520215,Taxi,Taxi,,,
04/18/2022,20:20,QUEENS,11004,40.753113,-73.71527,"(40.753113, -73.71527)",73 AVENUE,LANGSTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520143,Sedan,Pick-up Truck,,,
04/18/2022,20:51,,,,,,SHORE PARKWAY,KNAPP STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,4520179,Sedan,,,,
04/18/2022,10:00,BROOKLYN,11201,40.691586,-73.98533,"(40.691586, -73.98533)",,,388       BRIDGE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520703,Sedan,FORKLIFT,,,
04/18/2022,11:00,QUEENS,11422,40.662357,-73.73517,"(40.662357, -73.73517)",248 STREET,MEMPHIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4520061,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,12:00,QUEENS,11375,40.728954,-73.847565,"(40.728954, -73.847565)",67 AVENUE,108 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4520510,Sedan,Bike,,,
04/18/2022,23:18,,,40.712006,-73.75811,"(40.712006, -73.75811)",202 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4520678,Sedan,Sedan,,,
04/18/2022,15:13,BROOKLYN,11229,40.6011,-73.93562,"(40.6011, -73.93562)",,,3082      AVENUE U,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4520239,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,7:50,BROOKLYN,11204,40.630672,-73.981895,"(40.630672, -73.981895)",47 STREET,17 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4520298,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,22:50,BROOKLYN,11212,40.659058,-73.91095,"(40.659058, -73.91095)",BOYLAND STREET,NEWPORT STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4520191,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,19:22,MANHATTAN,10029,40.78588,-73.94884,"(40.78588, -73.94884)",EAST 97 STREET,3 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4520461,Taxi,Motorcycle,,,
04/18/2022,17:12,,,40.710377,-73.81944,"(40.710377, -73.81944)",MANTON STREET,84 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4520148,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,7:00,,,40.845352,-73.92821,"(40.845352, -73.92821)",CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4520603,Tractor Truck Diesel,Tractor Truck Diesel,,,
04/18/2022,19:25,STATEN ISLAND,10304,40.617786,-74.08111,"(40.617786, -74.08111)",VANDERBILT AVENUE,OSGOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520368,Sedan,Sedan,,,
04/18/2022,17:47,,,,,,PLAZA DRIVE,elliot place,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4520209,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,17:30,BRONX,10466,40.89537,-73.841774,"(40.89537, -73.841774)",,,4185      MURDOCK AVENUE,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4520380,AMBULANCE,Sedan,,,
04/18/2022,7:00,,,40.81084,-73.95068,"(40.81084, -73.95068)",WEST 126 STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4520280,Sedan,E-Scooter,,,
04/18/2022,20:10,,,40.84932,-73.93374,"(40.84932, -73.93374)",WEST 181 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520662,Box Truck,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,2:30,,,40.713875,-73.97703,"(40.713875, -73.97703)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4519761,Sedan,,,,
04/18/2022,11:00,BROOKLYN,11206,40.703285,-73.950645,"(40.703285, -73.950645)",HARRISON AVENUE,MIDDLETON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520170,Taxi,Box Truck,,,
04/18/2022,13:11,QUEENS,11370,40.756794,-73.894135,"(40.756794, -73.894135)",73 STREET,32 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4520576,Sedan,Bike,,,
04/18/2022,21:10,,,40.771305,-73.87664,"(40.771305, -73.87664)",GRAND CENTRAL PKWY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4520634,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
04/18/2022,19:55,,,40.714436,-73.759995,"(40.714436, -73.759995)",199 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4520672,Sedan,Sedan,Sedan,Sedan,
04/18/2022,20:30,BROOKLYN,11223,40.606556,-73.973625,"(40.606556, -73.973625)",DAHILL ROAD,QUENTIN ROAD,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4520147,E-Bike,Sedan,,,
04/18/2022,7:00,QUEENS,11412,40.696247,-73.76436,"(40.696247, -73.76436)",DORMANS ROAD,NEWBURG STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4520281,Sedan,,,,
04/18/2022,19:54,,,40.721806,-74.00643,"(40.721806, -74.00643)",LAIGHT STREET,VARICK STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4520196,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,22:30,,,40.72766,-73.92938,"(40.72766, -73.92938)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4520232,Sedan,Sedan,,,
04/18/2022,4:54,QUEENS,11434,0,0,"(0.0, 0.0)",ROCKAWAY BOULEVARD,BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4519794,Sedan,Sedan,,,
04/18/2022,10:00,QUEENS,11422,40.660854,-73.728485,"(40.660854, -73.728485)",HOOK CREEK BOULEVARD,255 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4520060,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,14:00,,,40.737167,-74.001465,"(40.737167, -74.001465)",BANK STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520088,Sedan,,,,
04/18/2022,22:40,,,40.69379,-73.7929,"(40.69379, -73.7929)",159 STREET,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4520163,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,4:40,MANHATTAN,10024,40.781273,-73.976006,"(40.781273, -73.976006)",COLUMBUS AVENUE,WEST 78 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520027,Taxi,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,8:30,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD,SKILLMAN AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4520407,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,11:40,BRONX,10458,40.861923,-73.89357,"(40.861923, -73.89357)",EAST KINGSBRIDGE ROAD,BAINBRIDGE AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4520079,Sedan,,,,
04/18/2022,11:22,,,40.624958,-74.145775,"(40.624958, -74.145775)",FOREST AVENUE,WILLOW ROAD EAST,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4520214,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
04/18/2022,8:30,,,40.603645,-74.077324,"(40.603645, -74.077324)",STEUBEN STREET,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520156,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
04/18/2022,23:12,BROOKLYN,11218,40.635784,-73.97917,"(40.635784, -73.97917)",,,485       DAHILL ROAD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4520220,Sedan,Sedan,Sedan,,
04/18/2022,4:25,QUEENS,11433,40.70318,-73.79311,"(40.70318, -73.79311)",,,92-89     165 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4519872,Sedan,,,,
04/18/2022,15:48,BROOKLYN,11219,40.62881,-74.009346,"(40.62881, -74.009346)",67 STREET,10 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4520135,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,9:25,BROOKLYN,11229,40.60354,-73.9606,"(40.60354, -73.9606)",,,1894      EAST 12 STREET,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,4520430,Station Wagon/Sport Utility Vehicle,Bike,,,
04/18/2022,18:45,MANHATTAN,10035,40.79793,-73.934,"(40.79793, -73.934)",1 AVENUE,EAST 119 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4520259,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,19:45,BROOKLYN,11215,40.667946,-73.99073,"(40.667946, -73.99073)",13 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4520314,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,14:00,BROOKLYN,11206,40.697426,-73.95095,"(40.697426, -73.95095)",,,588       PARK AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4520613,Sedan,Box Truck,,,
04/18/2022,3:22,BROOKLYN,11223,40.59011,-73.97422,"(40.59011, -73.97422)",MC DONALD AVENUE,AVENUE X,,3,0,0,0,0,0,3,0,Alcohol Involvement,,,,,4520178,Sedan,,,,
04/18/2022,14:00,BROOKLYN,11218,40.634457,-73.97571,"(40.634457, -73.97571)",,,719       EAST 3 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520219,Sedan,,,,
04/18/2022,5:10,,,40.733425,-73.97447,"(40.733425, -73.97447)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4519947,Sedan,,,,
04/18/2022,11:00,QUEENS,11355,40.75425,-73.827835,"(40.75425, -73.827835)",MAIN STREET,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4520099,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,21:40,,,40.62877,-73.91825,"(40.62877, -73.91825)",RALPH AVENUE,,,0,0,0,0,0,0,0,0,Other Lighting Defects,,,,,4520385,Sedan,,,,
04/18/2022,0:06,,,40.598553,-73.997345,"(40.598553, -73.997345)",BAY PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4520169,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
04/18/2022,17:10,BROOKLYN,11217,40.682423,-73.97069,"(40.682423, -73.97069)",ATLANTIC AVENUE,CARLTON AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4520322,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,11:15,QUEENS,11421,40.689842,-73.850075,"(40.689842, -73.850075)",91 AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4520238,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,14:00,BRONX,10456,40.83872,-73.91378,"(40.83872, -73.91378)",GRAND CONCOURSE,EAST 170 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,4520663,Pick-up Truck,Sedan,,,
04/18/2022,3:50,QUEENS,11370,40.76747,-73.89134,"(40.76747, -73.89134)",,,22-62     78 STREET,1,0,0,0,1,0,0,0,Listening/Using Headphones,Unspecified,,,,4519771,Sedan,E-Bike,,,
04/18/2022,0:55,QUEENS,11370,40.761967,-73.89695,"(40.761967, -73.89695)",25 AVENUE,71 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4520575,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
04/18/2022,9:20,QUEENS,11375,40.720566,-73.8459,"(40.720566, -73.8459)",70 ROAD,AUSTIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4520516,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,13:00,BRONX,10465,40.820744,-73.82374,"(40.820744, -73.82374)",,,2734      DEWEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4520074,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,13:30,BRONX,10453,40.861862,-73.91275,"(40.861862, -73.91275)",MAJOR DEEGAN EXPRESSWAY,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,4520080,Sedan,,,,
04/18/2022,0:00,BROOKLYN,11213,40.663555,-73.93162,"(40.663555, -73.93162)",EMPIRE BOULEVARD,UTICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520463,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,20:24,,,40.78468,-73.80911,"(40.78468, -73.80911)",CLINTONVILLE STREET,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4520151,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,8:45,,,,,,LAUREL HILL BOULEVARD,61 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,4519981,Station Wagon/Sport Utility Vehicle,Chassis Cab,,,
04/18/2022,20:01,BRONX,10455,40.816067,-73.91765,"(40.816067, -73.91765)",3 AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4520465,Sedan,,,,
04/18/2022,8:13,BROOKLYN,11213,40.669624,-73.94635,"(40.669624, -73.94635)",,,668       EASTERN PARKWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520032,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,8:37,MANHATTAN,10009,40.73198,-73.98197,"(40.73198, -73.98197)",1 AVENUE,EAST 15 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4520107,E-Bike,,,,
04/18/2022,14:00,BROOKLYN,11236,40.629696,-73.903015,"(40.629696, -73.903015)",,,1339      EAST 83 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4520145,Pick-up Truck,,,,
04/18/2022,11:40,,,40.674953,-73.80205,"(40.674953, -73.80205)",VAN WYCK EXPWY,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Oversized Vehicle,,,,4520282,Sedan,Dump,,,
04/18/2022,7:24,QUEENS,11413,40.657856,-73.751015,"(40.657856, -73.751015)",147 AVENUE,230 PLACE,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,4520059,Sedan,Sedan,,,
04/18/2022,16:03,BROOKLYN,11212,40.66077,-73.91975,"(40.66077, -73.91975)",ROCKAWAY PARKWAY,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,4520167,Taxi,Sedan,,,
04/18/2022,5:10,,,40.733425,-73.97447,"(40.733425, -73.97447)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4519945,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,17:30,,,40.696663,-73.98085,"(40.696663, -73.98085)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520140,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,19:00,BROOKLYN,11203,40.65249,-73.92179,"(40.65249, -73.92179)",CHURCH AVENUE,EAST 59 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4520441,Bike,,,,
04/18/2022,16:08,QUEENS,11101,40.744095,-73.92681,"(40.744095, -73.92681)",,,38-18     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,4520130,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,23:47,MANHATTAN,10038,40.70953,-74.00842,"(40.70953, -74.00842)",JOHN STREET,NASSAU STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4520197,Sedan,,,,
04/18/2022,14:30,,,40.65207,-74.00676,"(40.65207, -74.00676)",40 STREET,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520528,E-Bike,Sedan,,,
04/18/2022,1:20,,,40.8452,-73.916885,"(40.8452, -73.916885)",CROSS BRONX EXPY,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4520266,Sedan,Sedan,,,
04/18/2022,10:50,,,40.761272,-73.95571,"(40.761272, -73.95571)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4520598,Box Truck,,,,
04/18/2022,16:18,BROOKLYN,11212,40.665203,-73.90184,"(40.665203, -73.90184)",DUMONT AVENUE,JUNIUS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4520187,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,9:43,MANHATTAN,10022,40.76155,-73.96659,"(40.76155, -73.96659)",EAST 59 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4520174,Station Wagon/Sport Utility Vehicle,Bus,,,
04/18/2022,2:30,,,40.756096,-73.74655,"(40.756096, -73.74655)",CROSS ISLAND PARKWAY,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,4519842,Sedan,Sedan,Sedan,,
04/18/2022,7:00,,,40.71976,-73.94476,"(40.71976, -73.94476)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4520094,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
04/18/2022,14:00,BROOKLYN,11221,40.69473,-73.91928,"(40.69473, -73.91928)",CENTRAL AVENUE,GROVE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520222,Sedan,,,,
04/18/2022,11:35,,,40.743515,-73.83375,"(40.743515, -73.83375)",HORACE HARDING EXPRESSWAY,LAWRENCE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4520731,Sedan,,,,
